CustomerID,Monetary,Recency,Frequency,cluster
13521,1048.92,23,410,cluster1
15116,1287.95,39,42,cluster1
17359,126.66,33,13,cluster1
17562,1122.38,36,63,cluster1
14373,76.55,380,4,cluster3
17370,415.28,94,31,cluster1
13328,1308.48,338,17,cluster3
14873,519.68,232,28,cluster2
17764,818.82,72,75,cluster1
14387,1483.23,54,116,cluster1
15923,107.18,394,16,cluster3
15022,852.19,33,127,cluster1
13225,4310.32,25,24,cluster1
14323,598.34,136,35,cluster2
12702,183.3,41,10,cluster1
14772,139.26,134,9,cluster2
14198,640.55,40,35,cluster1
16142,505.34,271,35,cluster3
15777,761.51,263,18,cluster3
15607,100.2,358,11,cluster3
16345,557.71,66,37,cluster1
15460,174.9,376,44,cluster3
12624,511.03,128,32,cluster2
13359,389.56,85,22,cluster1
13018,7088.8,38,441,cluster1
16313,260.47,25,15,cluster1
14535,2652.38,82,306,cluster1
18127,229.88,41,38,cluster1
16102,1612.68,64,47,cluster1
17405,1000.87,23,79,cluster1
13421,1553.53,62,90,cluster1
13370,754.87,393,39,cluster3
17309,82.75,117,12,cluster2
15925,207.15,216,12,cluster2
16623,111.75,267,4,cluster3
16214,1062.75,192,44,cluster2
14335,439.78,38,58,cluster1
13157,1741.22,71,87,cluster1
14905,402.15,179,13,cluster2
12854,1123.53,100,94,cluster1
17218,1917.83,26,265,cluster1
13491,985.31,73,66,cluster1
16407,2014.38,34,161,cluster1
14704,1455.9,41,393,cluster1
17060,234.24,288,5,cluster3
13052,278.6,234,16,cluster2
17176,224.53,223,14,cluster2
15472,365.71,135,73,cluster2
17180,786.15,78,122,cluster1
17191,1804.32,50,215,cluster1
16393,2969.29,24,315,cluster1
13110,1309.75,53,129,cluster1
13269,4985.55,23,297,cluster1
14541,827.7,190,89,cluster2
18151,564.1,156,34,cluster2
16693,450.35,90,53,cluster1
13218,27.84,149,3,cluster2
12921,14787.74,31,654,cluster1
14853,475.8,46,9,cluster1
15521,2690.8,62,177,cluster1
14020,591.8,38,37,cluster1
17991,93.35,247,5,cluster3
16778,245.94,96,16,cluster1
13130,64,116,2,cluster2
14498,1894.5,64,184,cluster1
12968,101.15,134,4,cluster2
17226,393.49,330,21,cluster3
16883,221.63,209,26,cluster2
17746,110.25,262,6,cluster3
17663,1701.45,47,80,cluster1
12949,3951.32,52,207,cluster1
13339,730.22,222,45,cluster2
15996,942.23,110,114,cluster1
12576,1242.97,57,82,cluster1
12644,477.91,151,31,cluster2
14243,2317.76,30,125,cluster1
13774,345,103,22,cluster1
16850,304.21,355,17,cluster3
13216,333.74,289,5,cluster3
12531,125.22,36,17,cluster1
13294,787.14,211,49,cluster2
15850,232.6,41,94,cluster1
12373,305.1,333,12,cluster3
14096,48391.76,26,4558,cluster1
15036,394.45,94,118,cluster1
14442,1579.32,226,62,cluster2
14306,2093.32,73,33,cluster1
13584,79.35,328,20,cluster3
16881,432,88,1,cluster1
17747,71.4,134,1,cluster2
17501,273.6,242,17,cluster2
12953,246.15,31,13,cluster1
18269,168.6,388,7,cluster3
17652,4258.5,47,227,cluster1
14379,257.15,66,35,cluster1
16571,1255.26,48,77,cluster1
12784,517.17,37,57,cluster1
14413,122.7,384,23,cluster3
14059,183.6,288,8,cluster3
12407,1309.3,71,60,cluster1
17080,287.62,44,8,cluster1
13298,270,23,1,cluster1
14317,508.58,86,24,cluster1
18209,86.55,50,5,cluster1
15969,666.1,24,20,cluster1
18126,178.71,82,46,cluster1
17848,818.62,103,42,cluster1
13560,168.54,29,30,cluster1
15797,1947.6,135,6,cluster2
15004,1205.18,169,149,cluster2
17838,2711.89,48,115,cluster1
16469,582.69,45,162,cluster1
18043,522.42,46,114,cluster1
17549,148.86,45,6,cluster1
15555,4506.54,34,834,cluster1
15426,1308.86,41,259,cluster1
17041,935.62,48,60,cluster1
12381,1408.15,26,78,cluster1
14016,3955.33,183,140,cluster2
15674,1947.49,95,104,cluster1
12564,367.35,283,18,cluster3
17625,1636,40,266,cluster1
13502,274.3,38,17,cluster1
16769,350.89,282,37,cluster3
14974,105.98,59,19,cluster1
16265,4822.33,31,230,cluster1
17977,260.9,51,17,cluster1
18145,2735.9,34,213,cluster1
13430,660.01,40,46,cluster1
17758,3243.81,41,377,cluster1
15098,39916.5,204,3,cluster2
15606,2755.31,83,71,cluster1
12991,503.76,45,31,cluster1
14554,2281.03,32,202,cluster1
17220,3010.25,46,442,cluster1
13707,671.95,289,41,cluster3
15030,423.48,93,6,cluster1
13662,885.16,107,52,cluster1
14128,604.8,82,44,cluster1
15618,756.95,54,43,cluster1
16114,135.75,192,8,cluster2
17507,594.2,283,85,cluster3
15545,275.57,76,76,cluster1
17596,2489.17,45,240,cluster1
17447,541.53,62,36,cluster1
14619,394.44,267,20,cluster3
14666,141.7,46,11,cluster1
12363,552,131,23,cluster2
15678,248.7,74,10,cluster1
13782,810.42,34,102,cluster1
13194,60.7,157,3,cluster2
15307,131.9,117,8,cluster2
17430,248.06,54,13,cluster1
17860,183.6,390,48,cluster3
13959,497.31,101,74,cluster1
17287,989.36,48,110,cluster1
17031,359.55,33,21,cluster1
14690,326.05,66,43,cluster1
15047,343.62,291,22,cluster3
14978,1689.47,94,183,cluster1
17358,335.55,325,49,cluster3
16332,1281.33,50,135,cluster1
13121,270.38,291,47,cluster3
17897,545.35,194,107,cluster2
13805,378.6,74,8,cluster1
12438,2436.13,36,94,cluster1
15405,349.1,211,8,cluster2
13703,99.5,340,1,cluster3
17068,4020.82,34,261,cluster1
16052,353.21,76,33,cluster1
15706,1026.26,85,53,cluster1
15148,286.29,32,19,cluster1
14264,333.97,176,17,cluster2
14961,6964.03,32,308,cluster1
13193,114.98,83,28,cluster1
12823,1759.5,96,5,cluster1
16639,1139.01,53,46,cluster1
15308,292.77,296,18,cluster3
16473,275.55,186,17,cluster2
14154,1335.12,261,51,cluster3
14233,1462.72,71,35,cluster1
12583,6705.38,24,232,cluster1
14420,387.52,121,29,cluster2
18045,188.15,67,46,cluster1
15160,132.96,379,3,cluster3
12789,59.9,87,2,cluster1
15831,677.77,80,64,cluster1
15417,430.8,107,24,cluster1
16253,3496,88,115,cluster1
18053,264.62,92,19,cluster1
14562,4863.57,25,408,cluster1
16209,2215.64,110,43,cluster1
16942,1809.89,34,264,cluster1
16561,480.82,27,29,cluster1
15524,440,46,1,cluster1
15694,6038.4,22,72,cluster1
16529,425.75,212,29,cluster2
14354,145.74,27,7,cluster1
17111,194,69,24,cluster1
16287,52.68,191,3,cluster2
17454,463.24,214,55,cluster2
14422,3888.92,22,201,cluster1
15299,3907.01,89,6,cluster1
17446,120.9,198,9,cluster2
16921,143.58,83,49,cluster1
17795,308.49,201,40,cluster2
15585,413.52,198,27,cluster2
16403,147.6,334,8,cluster3
14231,788.51,205,46,cluster2
13986,320.46,39,13,cluster1
17852,114.34,33,24,cluster1
13740,257.39,262,17,cluster3
13728,1000.24,58,62,cluster1
14830,170.48,75,36,cluster1
16478,320.92,47,16,cluster1
17892,239.93,78,26,cluster1
17203,3257.63,57,139,cluster1
15683,193.75,139,10,cluster2
14377,581.65,213,10,cluster2
15610,70.86,73,4,cluster1
16236,432.2,100,20,cluster1
14105,1266.23,261,74,cluster3
13494,138.51,333,9,cluster3
17752,80.64,381,1,cluster3
14548,163.2,172,2,cluster2
17701,400.25,274,23,cluster3
17999,298.88,59,75,cluster1
17537,660.86,51,43,cluster1
15657,30,44,1,cluster1
18227,93.75,239,5,cluster2
12521,545.68,164,37,cluster2
14514,844.65,83,59,cluster1
18202,1396.99,221,68,cluster2
13452,590,281,2,cluster3
16875,1850.23,89,100,cluster1
16906,495.43,103,82,cluster1
16849,94.12,208,6,cluster2
13887,264.23,226,15,cluster2
14834,1707.9,39,66,cluster1
12627,3837.77,32,211,cluster1
17855,208.97,394,17,cluster3
15980,2338.86,110,42,cluster1
16551,848.95,117,28,cluster2
12374,589.03,47,31,cluster1
13867,951.69,53,57,cluster1
15277,255.9,68,12,cluster1
13177,282.45,86,17,cluster1
14355,174.4,387,11,cluster3
12667,432.23,80,30,cluster1
14237,161,395,9,cluster3
14659,2217.14,30,228,cluster1
12355,363.1,236,9,cluster2
14536,164.15,281,17,cluster3
13799,671.16,138,38,cluster2
14958,485.88,169,40,cluster2
18277,92.53,80,7,cluster1
14687,508.38,128,14,cluster2
12853,1936.3,156,77,cluster2
16926,230.25,393,14,cluster3
15081,241.6,44,16,cluster1
14451,603.87,82,99,cluster1
16081,2444.74,78,199,cluster1
17243,6853.93,23,305,cluster1
12394,1080.48,85,25,cluster1
15478,1340.12,62,44,cluster1
16856,35.4,36,2,cluster1
13507,2294.15,25,149,cluster1
18056,363.65,310,19,cluster3
16871,2457.78,44,124,cluster1
16022,541.68,282,67,cluster3
17972,118.29,263,27,cluster3
15589,441.03,277,27,cluster3
16824,460.64,37,26,cluster1
12602,153.12,80,12,cluster1
13802,3920.04,160,50,cluster2
15804,3960.65,22,245,cluster1
15214,1491.58,23,97,cluster1
16504,476.01,47,79,cluster1
13238,536.93,39,23,cluster1
13493,498.63,297,6,cluster3
14600,358.63,327,23,cluster3
13277,258.4,37,8,cluster1
18120,86.05,236,13,cluster2
12708,2294.41,54,136,cluster1
17986,20.8,78,1,cluster1
13549,838.1,47,47,cluster1
14150,633.56,57,24,cluster1
15485,2289.4,52,82,cluster1
13680,2632.06,23,172,cluster1
13859,192.31,348,27,cluster3
13183,3932.57,29,89,cluster1
15048,355.79,87,87,cluster1
12610,1656.19,44,97,cluster1
17581,9986.99,22,407,cluster1
14539,537.48,37,32,cluster1
18149,520.18,237,13,cluster2
14099,2621.73,38,222,cluster1
17877,237.61,192,12,cluster2
12592,401.6,114,16,cluster1
18280,180.6,299,10,cluster3
16144,175.2,268,1,cluster3
18183,554.27,249,33,cluster3
14315,2168.83,66,87,cluster1
15449,959.52,48,59,cluster1
13033,151.55,379,9,cluster3
18050,44.4,381,3,cluster3
15007,156.91,181,12,cluster2
16494,748.37,318,45,cluster3
18024,389.78,174,21,cluster2
16759,758.49,29,40,cluster1
16204,312.74,45,46,cluster1
16353,6630.71,25,93,cluster1
18245,2361.44,29,158,cluster1
15885,349.35,115,16,cluster2
18265,771.21,94,44,cluster1
16713,6720.14,40,596,cluster1
13453,321.28,187,15,cluster2
13985,6578.81,26,325,cluster1
16250,389.44,283,24,cluster3
15680,1270.56,31,75,cluster1
14620,338.85,227,20,cluster2
17302,1115.03,36,77,cluster1
15948,934.24,30,58,cluster1
16431,580.61,235,79,cluster2
15199,909,81,6,cluster1
15502,6011.53,37,196,cluster1
16097,185.05,262,10,cluster3
14587,1313.6,40,320,cluster1
16734,594.41,74,50,cluster1
17434,2180.34,24,124,cluster1
17247,244.07,37,50,cluster1
13348,223.56,86,13,cluster1
15651,646.3,58,32,cluster1
13927,253.39,96,17,cluster1
17675,18532.88,23,670,cluster1
15184,330.08,51,55,cluster1
17341,721.01,178,166,cluster2
12545,742.39,97,42,cluster1
13899,388.52,38,19,cluster1
12709,8726.72,37,194,cluster1
13669,218.55,72,9,cluster1
12664,85.5,109,6,cluster1
15360,427.93,61,13,cluster1
14754,638.05,66,41,cluster1
17895,86.61,66,14,cluster1
15510,250,352,1,cluster3
12873,374,304,4,cluster3
14215,1716.16,33,102,cluster1
17402,2590.9,26,57,cluster1
13564,1128.43,376,76,cluster3
13017,204,29,1,cluster1
12429,3212.84,31,86,cluster1
17101,1621.73,32,42,cluster1
16457,190.66,240,8,cluster2
14702,3208.94,23,332,cluster1
15565,156.66,72,7,cluster1
14794,1195.29,24,68,cluster1
17091,3488.71,24,177,cluster1
16207,373.98,47,18,cluster1
17621,1362.2,43,25,cluster1
15314,290.17,221,22,cluster2
17459,631.63,65,106,cluster1
17333,494.25,107,28,cluster1
16036,607.75,109,37,cluster1
14247,95.02,300,16,cluster3
14040,3144.85,62,215,cluster1
16284,823.97,53,109,cluster1
12532,313.83,52,15,cluster1
13939,455.36,45,32,cluster1
15552,88.42,239,16,cluster2
17864,568.55,34,97,cluster1
17711,385.1,32,23,cluster1
13534,4975.48,24,261,cluster1
13587,712.4,85,8,cluster1
14836,102.45,32,6,cluster1
14383,1170.41,60,54,cluster1
16764,2481.69,25,646,cluster1
15855,682.24,158,78,cluster2
14908,277.8,96,9,cluster1
16674,306.92,76,95,cluster1
16969,617.71,61,40,cluster1
17700,2031.51,38,122,cluster1
13242,208,134,10,cluster2
14964,196.26,269,12,cluster3
15227,1208.9,58,57,cluster1
14589,39.75,393,3,cluster3
15130,294.41,191,20,cluster2
14642,96.12,80,2,cluster1
15395,107.45,347,7,cluster3
12670,2636.95,32,84,cluster1
14148,157.2,255,3,cluster3
15759,253.04,240,7,cluster2
13136,2394.81,78,119,cluster1
17389,29264.88,22,186,cluster1
17297,121.7,39,45,cluster1
17785,131.94,75,13,cluster1
16413,240.4,78,29,cluster1
14655,1702.68,30,44,cluster1
12604,204.98,101,13,cluster1
16297,284.2,290,19,cluster3
15421,842.36,80,47,cluster1
15615,9085.63,32,382,cluster1
16218,2945.16,51,76,cluster1
14403,1305.35,152,18,cluster2
16406,122.41,40,50,cluster1
13817,328.98,51,22,cluster1
17197,1013.01,51,29,cluster1
13854,7962.4,30,106,cluster1
13186,1534.89,61,76,cluster1
15944,325.1,298,6,cluster3
15511,805.78,33,128,cluster1
17219,114.23,53,25,cluster1
15298,4632.8,24,183,cluster1
13434,534.24,96,10,cluster1
17678,298.11,285,16,cluster3
17692,725.58,149,45,cluster2
12410,533.33,330,25,cluster3
15557,390.1,50,16,cluster1
17958,406.46,138,4,cluster2
15253,849.6,38,50,cluster1
16493,1179.19,101,50,cluster1
13752,1079.68,146,70,cluster2
17858,4754.36,27,185,cluster1
12816,394.4,117,25,cluster2
16999,484.82,45,23,cluster1
14375,218.27,207,61,cluster2
14206,328.16,261,20,cluster3
14419,997.01,32,199,cluster1
15281,2159.54,80,128,cluster1
17854,288.01,207,13,cluster2
17461,710.29,44,102,cluster1
15520,343.5,23,18,cluster1
16324,357.29,150,101,cluster2
14528,364.22,59,18,cluster1
13107,1531.62,66,58,cluster1
15988,158.03,41,27,cluster1
17102,25.5,283,1,cluster3
16971,326.11,60,36,cluster1
12547,151.8,219,6,cluster2
14041,87,288,16,cluster3
14194,10740.14,26,546,cluster1
14101,5976.79,95,35,cluster1
12520,2177.15,101,131,cluster1
13923,351.13,75,20,cluster1
18231,1908.82,214,111,cluster2
13863,285.8,269,18,cluster3
15733,162.3,304,10,cluster3
13495,1810.99,29,42,cluster1
16807,1100.79,164,66,cluster2
17265,511.26,160,115,cluster2
15668,76.32,239,1,cluster2
17551,207.95,381,31,cluster3
15432,171.19,45,10,cluster1
12413,589.3,88,31,cluster1
17765,371.88,180,57,cluster2
15667,301.32,61,13,cluster1
17408,32.65,185,2,cluster2
15319,194,305,15,cluster3
15344,563.94,22,26,cluster1
16654,601.27,163,29,cluster2
17463,1579.59,38,179,cluster1
13166,417.2,305,41,cluster3
13699,308.58,177,14,cluster2
16007,1577.98,69,353,cluster1
16399,391.46,41,66,cluster1
14530,2698.16,47,199,cluster1
16768,460.84,69,51,cluster1
13994,2227.44,25,149,cluster1
16965,133.25,248,11,cluster3
12557,2633.84,38,22,cluster1
15092,438.01,237,25,cluster2
17229,252.2,118,43,cluster2
17315,5781.98,23,417,cluster1
17954,2143.58,27,445,cluster1
18156,694.69,34,129,cluster1
17325,96.8,302,6,cluster3
13021,2441.2,26,125,cluster1
17555,459.46,41,99,cluster1
17684,239.41,65,15,cluster1
16813,1403.21,30,361,cluster1
17058,1169.39,103,61,cluster1
18108,220,276,14,cluster3
13043,516.42,295,13,cluster3
16479,297.08,32,34,cluster1
12421,516.74,37,35,cluster1
13630,1576.28,27,57,cluster1
16168,3379.6,32,93,cluster1
16086,847.29,81,30,cluster1
12691,927.8,50,27,cluster1
13954,399.92,23,23,cluster1
14565,2674.07,117,114,cluster2
17026,154.83,207,4,cluster2
16940,2742.39,74,273,cluster1
16205,736.26,52,91,cluster1
16869,765.63,44,115,cluster1
16416,992.9,48,68,cluster1
12930,364.32,100,21,cluster1
14152,522.05,97,42,cluster1
14082,182.25,386,29,cluster3
14092,3899.91,29,208,cluster1
17812,669.16,34,131,cluster1
17163,293.1,43,5,cluster1
13428,212.21,32,69,cluster1
17941,139.2,152,1,cluster2
14439,2525.4,341,31,cluster3
15830,540,59,36,cluster1
16244,1200.3,233,72,cluster2
12408,2538.45,54,96,cluster1
14493,2163.15,29,108,cluster1
14477,607.6,41,6,cluster1
16745,7002.4,108,343,cluster1
13422,2626.3,86,127,cluster1
17162,1682.76,50,102,cluster1
16611,129.49,208,10,cluster2
14130,456.81,341,64,cluster3
17346,2440.95,25,450,cluster1
12886,1360.7,89,81,cluster1
18044,2050.9,26,124,cluster1
12346,77183.6,347,1,cluster3
18276,335.86,65,14,cluster1
17095,1124.1,44,59,cluster1
17217,101.8,256,6,cluster3
13668,5945.59,24,422,cluster1
15129,3358.9,72,82,cluster1
14075,942.26,26,43,cluster1
12567,8071.03,44,417,cluster1
17372,1015.58,62,215,cluster1
16070,798.5,44,30,cluster1
13016,759.89,95,45,cluster1
15867,3176.7,27,392,cluster1
14098,144.42,58,19,cluster1
14345,91.98,60,5,cluster1
15636,547.76,111,21,cluster1
14824,898.91,32,25,cluster1
13890,1789.89,23,102,cluster1
14887,788,101,3,cluster1
16690,225.58,94,12,cluster1
15602,1277.27,30,44,cluster1
13368,573.4,278,28,cluster3
14184,452.89,88,24,cluster1
15732,179.72,234,10,cluster2
16505,777.6,53,4,cluster1
13777,14730.24,22,145,cluster1
14141,915.13,24,40,cluster1
18220,305.28,248,2,cluster3
15861,2843.07,34,494,cluster1
15695,374.58,288,20,cluster3
14062,8722.67,31,97,cluster1
15563,1213.15,44,101,cluster1
15547,4291.06,29,586,cluster1
13046,594.31,52,32,cluster1
17317,2600.34,68,9,cluster1
17429,459.6,150,31,cluster2
12829,293,358,11,cluster3
14901,1421.29,33,96,cluster1
17677,14024.68,23,281,cluster1
16015,650.64,25,164,cluster1
16826,341.7,73,22,cluster1
17278,188.24,263,13,cluster3
17213,2392.38,62,139,cluster1
15793,720.81,36,9,cluster1
18224,129.55,285,8,cluster3
12881,298,297,7,cluster3
13173,241.22,26,31,cluster1
15203,1670.92,47,131,cluster1
14371,100.5,317,4,cluster3
13784,2072.19,31,22,cluster1
15051,1288.83,45,123,cluster1
12445,17.4,44,1,cluster1
12435,7829.89,101,36,cluster1
16266,861.47,95,60,cluster1
15900,351.11,45,51,cluster1
14050,705.98,53,51,cluster1
16248,152.94,83,7,cluster1
16103,1289.12,29,42,cluster1
16108,827.5,106,47,cluster1
14947,269.22,94,12,cluster1
16706,444.86,59,100,cluster1
15877,417.66,23,121,cluster1
14897,1321.38,29,53,cluster1
14344,620.9,149,55,cluster2
13011,15,394,1,cluster3
13952,2778.84,239,117,cluster2
17489,376.64,80,29,cluster1
12985,1160.6,22,71,cluster1
13874,412.45,380,15,cluster3
17024,95.85,67,3,cluster1
14453,106.76,212,17,cluster2
12838,636.96,55,115,cluster1
16988,126.12,27,7,cluster1
17624,843.48,36,50,cluster1
15366,581.51,97,42,cluster1
14102,1338.23,27,74,cluster1
15769,34571.1,29,82,cluster1
17521,723.21,51,45,cluster1
13504,280.93,86,21,cluster1
18005,225.19,25,56,cluster1
15827,1784.79,95,112,cluster1
17085,1463.73,145,174,cluster2
15529,3709.38,44,605,cluster1
13447,1061.98,45,54,cluster1
13821,369.11,166,55,cluster2
17716,5241.29,44,236,cluster1
17540,578.9,46,25,cluster1
14499,732.72,48,181,cluster1
15234,157.88,298,11,cluster3
18130,994.79,37,66,cluster1
17668,327.85,23,14,cluster1
14087,173.75,24,59,cluster1
13145,618.52,61,6,cluster1
16344,101.1,180,2,cluster2
15382,5863.41,36,298,cluster1
12787,401.66,31,16,cluster1
12743,500.84,156,115,cluster2
18112,352.69,34,26,cluster1
17238,3125.18,24,495,cluster1
17025,346.37,82,8,cluster1
14601,177,32,5,cluster1
15348,158.04,94,9,cluster1
15195,3861,24,1,cluster1
16279,1365.48,43,98,cluster1
14261,1132.05,72,49,cluster1
17018,889.5,62,15,cluster1
14664,589.87,41,85,cluster1
14672,700.15,256,58,cluster3
15174,119.2,344,9,cluster3
13169,712.88,85,13,cluster1
17254,252.3,26,95,cluster1
16620,138.66,25,7,cluster1
17173,3533.2,27,82,cluster1
14855,645.65,141,20,cluster2
14080,45.6,54,4,cluster1
15361,358.92,383,5,cluster3
12551,129,379,8,cluster3
14740,1331.51,219,83,cluster2
15146,1255.76,186,87,cluster2
17835,340.66,24,57,cluster1
15415,545.11,335,46,cluster3
17388,1259.56,99,15,cluster1
12866,467.92,305,23,cluster3
12523,1677.97,41,100,cluster1
12372,1164.54,93,46,cluster1
15423,43.5,60,2,cluster1
14764,218.3,68,4,cluster1
13711,234.36,240,12,cluster2
13196,1717.33,33,106,cluster1
16222,818.82,340,133,cluster3
15978,1039.28,99,46,cluster1
14176,455.7,319,26,cluster3
12833,390.95,167,22,cluster2
13536,3439.79,23,178,cluster1
16982,384.06,82,22,cluster1
13819,1075.55,323,34,cluster3
18210,2585.58,23,132,cluster1
13045,263.68,121,17,cluster2
14885,765.32,153,15,cluster2
15009,1241.29,34,174,cluster1
15681,1426.16,47,53,cluster1
13808,1508.4,27,66,cluster1
18188,1952.84,37,68,cluster1
16023,678.26,68,92,cluster1
15005,5513.36,37,973,cluster1
16131,3283.34,73,74,cluster1
14628,519.56,113,19,cluster1
15671,2604.93,40,73,cluster1
15228,3281.71,88,121,cluster1
15332,1439.06,388,31,cluster3
13901,2568.88,94,129,cluster1
13398,457.34,214,26,cluster2
14508,258.44,44,54,cluster1
12673,505.62,27,34,cluster1
18119,169.17,389,29,cluster3
17314,2296.59,46,121,cluster1
17796,696.25,62,81,cluster1
13635,1020.63,89,60,cluster1
15296,3126.18,72,161,cluster1
16326,2720.01,27,285,cluster1
18173,1900.92,108,29,cluster1
16037,563.72,291,30,cluster3
14497,459.77,331,28,cluster3
15034,4170.17,37,380,cluster1
17360,483.89,39,117,cluster1
17789,225.9,303,14,cluster3
17411,768.74,34,40,cluster1
17686,5152.66,29,258,cluster1
14158,497.16,62,40,cluster1
14868,2953.59,25,144,cluster1
15363,310.1,394,15,cluster3
18001,375.23,34,53,cluster1
13352,328.18,82,22,cluster1
16374,462.58,88,108,cluster1
14224,1034.68,132,113,cluster2
18110,181.85,41,34,cluster1
17374,479.87,240,27,cluster2
15219,242,198,4,cluster2
12700,4315.83,29,250,cluster1
16614,473.19,204,24,cluster2
18037,62.07,176,18,cluster2
16878,13.3,106,3,cluster1
17693,193.51,159,15,cluster2
13812,467.15,64,32,cluster1
14415,5359.61,23,543,cluster1
16912,2505.48,50,99,cluster1
12516,835.98,99,18,cluster1
16342,201.41,97,10,cluster1
15341,1841.52,102,16,cluster1
12609,898.91,100,52,cluster1
17131,2208.79,27,118,cluster1
12683,7286.77,26,318,cluster1
12453,707.09,156,43,cluster2
16172,1140.21,117,69,cluster2
17262,1171.76,74,11,cluster1
12714,4124.53,31,242,cluster1
15815,1945.98,85,43,cluster1
13097,5373.03,54,392,cluster1
17531,261.3,212,13,cluster2
12732,218.26,201,11,cluster2
15280,106.97,194,13,cluster2
17731,1094.71,101,58,cluster1
15114,2721.02,52,194,cluster1
17052,390.66,50,87,cluster1
17301,196.23,43,64,cluster1
17911,314.24,31,33,cluster1
16113,129.73,205,26,cluster2
13040,661.99,30,42,cluster1
18073,3706.52,136,67,cluster2
12724,886.01,27,47,cluster1
14409,1746.75,93,41,cluster1
15750,2203.22,24,262,cluster1
14220,617.4,269,20,cluster3
15922,369.5,395,11,cluster3
13885,457.4,211,25,cluster2
13984,672.11,48,13,cluster1
14142,311.81,395,22,cluster3
15970,102.3,325,6,cluster3
15530,1378.55,43,102,cluster1
13471,2408.41,23,249,cluster1
15230,342,262,20,cluster3
14643,592.05,192,24,cluster2
15469,503.15,72,23,cluster1
15597,324.57,57,22,cluster1
17841,36790.5,23,7097,cluster1
15096,201.54,64,10,cluster1
17062,517.39,335,66,cluster3
16748,1172.8,39,56,cluster1
15919,613.44,41,138,cluster1
13932,307.4,316,16,cluster3
13178,5377.67,48,245,cluster1
16788,437.24,145,128,cluster2
17968,207.58,395,69,cluster3
13318,640.76,23,20,cluster1
17082,1813.15,55,75,cluster1
15266,119.3,360,6,cluster3
16270,1105.84,375,52,cluster3
14894,606.75,107,21,cluster1
14012,263.4,299,9,cluster3
18097,2372,29,91,cluster1
16885,351.81,37,83,cluster1
15766,289.56,86,10,cluster1
16395,1372.66,82,191,cluster1
12546,1021.5,68,67,cluster1
16157,656.69,37,18,cluster1
15066,893.59,75,42,cluster1
16892,480.74,23,93,cluster1
15222,585,340,5,cluster3
12818,1182.08,283,13,cluster3
15256,98.45,170,6,cluster2
14450,453.13,202,38,cluster2
18088,160.97,83,35,cluster1
15722,1425.16,57,56,cluster1
15537,99.52,185,20,cluster2
16104,276.56,83,27,cluster1
14472,1754.99,125,245,cluster2
12641,145.9,137,9,cluster2
14297,1271.33,39,60,cluster1
15061,53771.76,25,385,cluster1
16193,304.25,258,18,cluster3
15687,2842.85,30,158,cluster1
15353,753.22,276,61,cluster3
13165,711.28,68,30,cluster1
15598,202.18,75,12,cluster1
13826,139,198,7,cluster2
12710,973.72,118,71,cluster2
12897,216.5,226,4,cluster2
12689,1098.41,47,67,cluster1
15940,35.8,333,1,cluster3
13631,3070.42,121,11,cluster2
12378,3794.32,151,206,cluster2
17379,354.56,33,73,cluster1
16128,1880.22,39,89,cluster1
16441,381.2,89,24,cluster1
14603,660,296,2,cluster3
13311,519.07,26,21,cluster1
18205,497.46,58,31,cluster1
13657,382.14,32,16,cluster1
16506,90.3,41,3,cluster1
16106,93.38,87,5,cluster1
14769,10179.09,24,1016,cluster1
17097,910.55,24,197,cluster1
13632,1778.29,46,120,cluster1
13993,3050.76,64,107,cluster1
14295,166.2,62,5,cluster1
12890,373.32,46,80,cluster1
18181,341.3,46,40,cluster1
12566,276.65,108,16,cluster1
14985,277.83,220,81,cluster2
18048,172.29,225,7,cluster2
13133,90,295,6,cluster3
12857,1106.4,232,46,cluster2
12989,6924.11,25,64,cluster1
17313,2151.42,53,20,cluster1
16846,214.32,72,11,cluster1
13458,8491.86,29,343,cluster1
15812,1126.44,129,36,cluster2
16233,536.68,93,22,cluster1
13488,8351.21,39,400,cluster1
16161,5155.87,23,432,cluster1
17242,935.84,130,36,cluster2
16361,848.07,31,96,cluster1
18099,161.59,149,17,cluster2
14682,52,209,2,cluster2
17623,521.25,54,32,cluster1
14792,4.25,85,1,cluster1
17457,1421.44,148,13,cluster2
15475,454.11,99,29,cluster1
17576,3346,30,384,cluster1
14216,1695,25,54,cluster1
16820,497.61,117,26,cluster2
15272,645.45,79,53,cluster1
12867,3826.89,48,502,cluster1
15163,292.62,40,28,cluster1
17174,40.4,239,3,cluster2
16889,1552.77,216,131,cluster2
15691,136.8,274,2,cluster3
17666,652.32,25,16,cluster1
14867,617.7,207,30,cluster2
13634,1433.78,55,165,cluster1
14124,419.58,106,5,cluster1
13991,846.84,34,78,cluster1
15609,258.4,206,14,cluster2
13666,73.75,82,11,cluster1
12963,1778.48,30,90,cluster1
12613,2992.58,79,143,cluster1
13220,808.79,100,20,cluster1
13001,8918.18,26,291,cluster1
15783,246.3,32,14,cluster1
14506,1841.18,39,291,cluster1
15467,524.88,31,52,cluster1
14572,2577.45,25,242,cluster1
15132,908.23,40,49,cluster1
13055,1206.61,100,75,cluster1
16520,995.3,208,145,cluster2
13881,16977.84,25,175,cluster1
15167,157.3,342,39,cluster3
13651,79.2,61,5,cluster1
16347,854.2,33,89,cluster1
12995,211.32,107,3,cluster1
12727,2960.15,32,119,cluster1
12512,106.47,88,28,cluster1
